sample,group,cell_type
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Neurons
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Neurons
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,T cells
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,T cells
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Neurons
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,VC
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Neurons
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Neurons
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Neurons
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,T cells
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Neurons
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Neurons
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,VC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,VC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Neurons
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,T cells
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,T cells
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Neurons
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Neurons
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Neurons
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Neurons
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Neurons
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Neurons
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,T cells
s_0129,Control,Neurons
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Neurons
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,VC
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,VC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,VC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Neurons
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Neurons
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,VC
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,OPC
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Oligo
s_0129,Control,Micro
s_0129,Control,OPC
s_0129,Control,Astro
s_0129,Control,Micro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
s_0129,Control,Oligo
s_0129,Control,Astro
