Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Glial Cell Differentiation (GO:0010001),0.8135259266141353,1.5778982362365275,0.0048543689320388345,0.25841303905426155,0.996,12/26,6.42%,NFIB;SOX8;PTPRZ1;ERBB3;MYRF;BCAN;SOX10;CDH2;SOX2;SOX9;GPR157;RELN
prerank,Cytoskeleton Organization (GO:0007010),-0.6875172729313793,-1.5774580984731137,0.0017452006980802793,0.15643377865991034,0.932,12/91,7.35%,DMTN;RAC3;THY1;DIAPH3;CCL3;ARHGAP4;WASF3;CCL2;ANK1;MAST1;TNFAIP3;PACSIN1
prerank,Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543),0.8466842265692974,1.5766252857081298,0.013729977116704805,0.2543443827923875,0.997,5/20,4.25%,FLRT2;FGFR3;FGF2;FGFR2;FGF1
prerank,Mitotic G2/M Transition Checkpoint (GO:0044818),-0.7726228562937368,-1.5754221036140117,0.003676470588235294,0.15733188830150738,0.942,10/38,15.00%,CLSPN;CHEK1;ORC1;BLM;BRCA1;CDKN1A;NABP2;RINT1;PLK1;DEPDC1B
prerank,Mitotic Sister Chromatid Segregation (GO:0000070),-0.6916730236143239,-1.5707907728635249,0.0035650623885918,0.16752480603340056,0.955,24/94,13.79%,NCAPH;CENPE;MAP9;CENPK;NCAPG;KIFC1;CDCA5;KIF11;KIF18B;DCTN2;NDC80;CEP55;CCNB1;DSN1;TEX14;KPNB1;CDCA8;EML4;INO80;RAB11A;CENPI;NCAPG2;PLK1;BECN1
prerank,Cytoplasmic Translation (GO:0002181),0.6691520323847118,1.5706833318480384,0.0,0.26887190966890523,0.999,45/88,19.62%,RPS27;RPL32;RPL37;RPLP2;RPS17;RPL30;RPS18;RPLP1;RPS28;RPL19;RPL28;FAU;RPL34;RPS8;RPS29;RPL7A;RPL10;RPS15;RPS15A;RPL36;RPS25;RPL31;RPL38;RPL41;RPL13;RPL23A;RPL11;RPL27;RPS14;RPL35;RPL37A;RPL35A;RPS19;RPL29;RPS27A;RPS4X;RPS5;RPS23;RACK1;RPS24;RPL18;RPS7;RPL12;RPS13;RPS11
prerank,Chloride Transmembrane Transport (GO:1902476),-0.7826061111742679,-1.5662377072889804,0.0034423407917383822,0.17940693054029544,0.969,5/36,1.80%,GABRG2;GLRA3;GABRA4;SLC1A1;GLRB
prerank,Synaptic Vesicle Recycling (GO:0036465),-0.7760412774576776,-1.5653624537983681,0.0037105751391465678,0.1765390244709689,0.969,11/38,7.35%,SYT1;RAB3A;SNCG;SYT5;SNCB;AP3B2;SYT7;CDK5;AP2S1;AP2M1;PACSIN1
prerank,Negative Regulation Of Cell Development (GO:0010721),-0.8814221747859149,-1.561911342217364,0.008635578583765112,0.18440262668334031,0.975,2/16,0.62%,IL1B;TNF
prerank,Protein Secretion (GO:0009306),-0.7370774931398543,-1.5596929768192365,0.008928571428571428,0.1876651320696817,0.979,9/50,14.80%,RAB3A;RAB3C;PTPRN;RIMS2;NECAB3;SVBP;TVP23B;RAB13;PARK7
prerank,Monoatomic Anion Transmembrane Transport (GO:0098656),-0.7741523034905131,-1.55923614723276,0.0035087719298245615,0.18361827217297816,0.979,5/39,1.80%,GABRG2;GLRA3;GABRA4;SLC1A1;GLRB
prerank,Regulation Of Cell Migration (GO:0030334),0.5677088146559467,1.5590051309371529,0.0,0.30961675181237464,0.999,43/316,6.42%,SASH1;LGR6;KANK1;PLXNB1;NTNG1;CTNNA2;SEMA4B;ERBB4;FERMT2;PTPRK;DAAM2;PRR5L;EGFR;HGF;FYN;NTRK3;MAGI2;GPNMB;PLXNA1;MITF;FRMD5;FGF2;CXCR4;TMEFF2;ALOX15B;ROR2;PDGFRB;PLEKHG3;SERPINE1;NEXN;ZNF703;FGF1;LIMCH1;SEMA3D;TJP1;IGF1R;RFFL;CD151;TNC;ADARB1;DUSP10;ENPP2;RELN
prerank,Positive Regulation Of Monooxygenase Activity (GO:0032770),-0.902601824009908,-1.5578392821800326,0.0,0.18330981815204925,0.98,3/17,0.62%,IL1B;GCH1;TNF
prerank,Synaptic Vesicle Cycle (GO:0099504),-0.8138144501984481,-1.5545119855689833,0.008896797153024912,0.1901424635232144,0.983,9/27,5.74%,CPLX1;RAB3A;SLC18A2;SLC32A1;SNAP25;CPLX2;SYT7;RIMS1;CDK5
prerank,Rho Protein Signal Transduction (GO:0007266),-0.7572167326859823,-1.5524884842473754,0.008944543828264758,0.19235444544328772,0.988,3/42,2.11%,AGTR1;ARHGDIG;ARHGAP4
prerank,Regulation Of DNA Repair (GO:0006282),0.644813809798741,1.548825643542603,0.007125890736342043,0.34981630417655213,1.0,10/117,5.74%,NPAS2;DPF3;EYA1;EGFR;SGF29;EYA2;TMEM98;KAT2B;KAT2A;TRIM28
prerank,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),-0.8058887192753499,-1.5468625679903472,0.0035460992907801418,0.20889681360243947,0.989,4/29,1.57%,IL1B;TNF;KLF2;CD36
prerank,Regulation Of Phagocytosis (GO:0050764),-0.7706254278491627,-1.5467826572539478,0.005172413793103448,0.2034510320591923,0.989,6/39,4.76%,IL1B;TNF;SYT7;FPR2;TUB;SLC11A1
prerank,Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),-0.7960630762973014,-1.5467334716820433,0.005208333333333333,0.198208379283233,0.989,5/28,4.11%,AKAP12;MARCO;DRD2;FPR2;OPRM1
prerank,Cellular Response To BMP Stimulus (GO:0071773),0.7800858024527011,1.5459240087411619,0.015555555555555555,0.35119851503770994,1.0,8/32,7.85%,TGFBR3;BMPR1B;RGMA;BMP7;SOX9;RGMB;TGFB2;ACVR2B
prerank,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),0.7135237204067332,1.544189911409957,0.01327433628318584,0.34846324664621287,1.0,13/48,7.19%,NFIB;TGFBR3;PTPRK;RGCC;NUPR1;FGFR2;SPARC;SOX2;SOX9;DUSP10;RUNX3;DAB2IP;TGFB2
prerank,Limb Development (GO:0060173),0.8465282053069733,1.544074246068809,0.01293103448275862,0.33792065195271315,1.0,7/19,7.66%,GLI3;GREM1;SMOC1;KAT2B;KAT2A;PTCH1;LRP4
prerank,Anterograde Trans-Synaptic Signaling (GO:0098916),-0.6563211609239896,-1.5438890522539692,0.0017301038062283738,0.2049490540818326,0.99,33/122,7.37%,SYT1;CPLX1;GLRA3;UNC13C;SLC18A2;SNCG;SYT5;KIF5A;GRIN1;SCN2B;SLC1A1;CHRNB2;CHRNE;SNAP25;HTR2A;AMPH;GLRB;CACNA1E;CBLN1;SNCB;SYN1;CHRNA4;SLC1A6;CHRNA6;CHRNB3;CACNB3;NTSR1;KCNMB1;DLG3;CDK5;BSN;HOMER1;GLRA1
prerank,Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),-0.8375918508858486,-1.5430238719017344,0.005484460694698354,0.20334170356837655,0.99,9/22,5.99%,SYT1;SYT4;SYT5;SYT13;SYT7;SCAMP5;KCNB1;STXBP1;RPH3A
prerank,Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),-0.8100455240086311,-1.5429852819040015,0.005607476635514018,0.19856270827408187,0.99,5/26,7.25%,CLSPN;CHEK1;BLM;BRCA1;CDKN1A
prerank,Visual System Development (GO:0150063),0.8110193501504824,1.5426013885336771,0.015765765765765764,0.33589367113870844,1.0,6/24,7.19%,BMPR1B;MEIS2;CPAMD8;SMOC1;SOX2;TGFB2
prerank,Establishment Of Protein Localization To Extracellular Region (GO:0035592),-0.7751977171818681,-1.5425090678151523,0.010362694300518135,0.19527028018806894,0.99,6/33,13.32%,RAB3A;RAB3C;NECAB3;SVBP;TVP23B;RAB13
prerank,Smoothened Signaling Pathway (GO:0007224),0.7885746917831251,1.5409800501470623,0.009280742459396751,0.33384989242584345,1.0,5/25,6.85%,GLI3;GLI2;PTCHD1;PTCH1;DYRK2
prerank,Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),0.8350233150570253,1.5405475775670991,0.021645021645021644,0.32637279284088894,1.0,7/19,8.38%,TGFBR3;ZFPM2;FGFR2;LRP2;TGFB2;PROX1;RYR2
prerank,Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),-0.8526070618375802,-1.539071623320863,0.010657193605683837,0.20280493208610886,0.994,4/20,1.57%,IL1B;TNF;KLF2;CD36
prerank,Cellular Response To Ketone (GO:1901655),0.7833148286240774,1.538220906648471,0.023809523809523808,0.3287154377288135,1.0,3/30,4.57%,ADCY8;ADCY2;AQP1
